iter	RMSE
212	0.005081969682
213	0.005075480492
214	0.005071693361
215	0.0050680736
216	0.005064565959
217	0.005060343905
218	0.005052480801
219	0.005049632255
220	0.005042648671
221	0.005035099226
222	0.005030150374
223	0.005020874283
224	0.00501785681
225	0.005015012448
226	0.005012142932
227	0.005009643086
228	0.005008235643
229	0.005002344284
230	0.004999685656
231	0.004998390804
232	0.004996149515
233	0.004993554164
234	0.004991297262
235	0.004989886516
236	0.004984913416
237	0.004980381616
238	0.004978052836
239	0.004976346521
240	0.004975243894
241	0.004967630221
242	0.00496489676
243	0.004963697965
244	0.004962123564
245	0.00496146229
246	0.004958332673
247	0.004955802058
248	0.004955525989
249	0.004954519073
250	0.004952666277
251	0.004946081383
252	0.004943799903
253	0.00494201868
254	0.004940142848
255	0.00493843395
256	0.004930121612
257	0.004925452595
258	0.004923518794
259	0.004922875871
260	0.004921100846
261	0.004919037807
262	0.004918295238
263	0.00491513743
264	0.004914196318
265	0.004911485588
266	0.004909595823
267	0.004907532577
268	0.004906265735
269	0.004905372637
270	0.004904101392
271	0.004902294845
272	0.004901031226
273	0.004900521071
274	0.004898968696
275	0.004896785886
276	0.004896590776
277	0.004895022666
278	0.004893342204
279	0.004891947978
280	0.004890517612
281	0.004890048866
282	0.004888714665
283	0.004883762359
284	0.004883759022
285	0.004881385699
286	0.004879459558
287	0.004878814421
288	0.004877347061
289	0.004876254498
290	0.004875763132
291	0.004875270086
292	0.004874206241
293	0.004872501712
294	0.004872501375
295	0.004871805253
296	0.004870863422
297	0.004866409379
298	0.004866406467
299	0.004865293993
300	0.004865275021
301	0.004864117512
302	0.004860716129
303	0.004858939665
304	0.00485822351
305	0.004856982447
306	0.004856613751
307	0.004855417318
308	0.004854636787
309	0.004853297872
310	0.004850028198
311	0.004849126101
312	0.004848153864
313	0.004847532566
314	0.004846107562
315	0.004845531573
316	0.004845322862
317	0.004843948328
318	0.004841284585
319	0.004840957874
320	0.004838917922
321	0.004838600017
322	0.004835026372
323	0.004834000641
324	0.004833125111
325	0.00483235333
326	0.004830518453
327	0.00483047522
328	0.004830461905
329	0.004828512695
330	0.004826350883
331	0.00482484254
332	0.004823442477
333	0.00482026302
334	0.004819985429
335	0.004818926038
336	0.004818196457
337	0.00481537019
338	0.004815360284
339	0.004815358724
340	0.004815322224
341	0.004814151566
342	0.004813153852
343	0.004812066343
344	0.004810844943
345	0.004810434701
346	0.004809910627
347	0.004805924137
348	0.004802564312
349	0.004801983255
350	0.004798394235
351	0.004797657901
352	0.004796422336
353	0.004791878093
354	0.004791874177
355	0.004791871377
356	0.004789594629
357	0.004789133072
358	0.004787753933
359	0.004785685033
360	0.00478307732
361	0.004781820183
362	0.004779784919
363	0.004773500626
364	0.0047721477
365	0.004770898622
366	0.004769260035
367	0.004769188978
368	0.004769188037
369	0.004765099061
370	0.004765084371
371	0.004764203797
372	0.00476168253
373	0.004761435703
374	0.004757422061
375	0.004756096889
376	0.004754732719
377	0.004752342982
378	0.004752342935
379	0.004749259056
380	0.004748271596
381	0.004746914358
382	0.004745989205
383	0.004745140283
384	0.004744943093
385	0.004740923431
386	0.004738010391
387	0.004737473919
388	0.00473606557
389	0.004736055564
390	0.004735808053
391	0.004734581594
392	0.004734091345
393	0.004732892225
394	0.00473068033
395	0.004730234267
396	0.004730229332
397	0.004726864997
398	0.004726539812
399	0.004724723052
400	0.004723042929
401	0.004722857469
402	0.004718810563
403	0.004718054922
404	0.004717135454
405	0.004714270755
406	0.004713466492
407	0.004711859838
408	0.004711660528
409	0.004710760227
410	0.004709739096
411	0.004709731963
412	0.004706476182
413	0.004705399531
414	0.004701292569
415	0.004699923595
416	0.004697770569
417	0.004697513785
418	0.004695103643
419	0.004693930751
420	0.004693155215
421	0.004692340814
422	0.004692337767
423	0.004691321038
424	0.004689689726
425	0.004685310986
426	0.004684796525
427	0.004683402735
428	0.004682275183
429	0.004682274256
430	0.004681423378
431	0.004677751342
432	0.004677511406
433	0.004675694014
434	0.004674662406
435	0.004672935833
436	0.004671359878
437	0.004667709439
438	0.004666721426
439	0.004665757183
440	0.004664450192
441	0.004663462652
442	0.004662006528
443	0.004661215029
444	0.004657105431
445	0.004657104956
446	0.004656917002
447	0.004656227529
448	0.004654856213
449	0.004654689653
450	0.004651009953
451	0.004649790183
452	0.004648918743
453	0.004648497738
454	0.004648321221
455	0.004644908304
456	0.004643656601
457	0.004640674314
458	0.004636794816
459	0.004635728022
460	0.004634710413
461	0.004633677918
462	0.004632782861
463	0.00463213406
464	0.004630471337
465	0.004629644376
466	0.004629270455
467	0.004628274328
468	0.004627133755
469	0.004626172248
470	0.004622930817
471	0.00462034971
472	0.004618929797
473	0.004618046853
474	0.0046161522
475	0.004614688824
476	0.004614688086
477	0.004613701951
478	0.004612987233
479	0.004611545527
480	0.004610824981
481	0.004609928177
482	0.004609452016
483	0.004608673164
484	0.004607179258
485	0.004605704899
486	0.004601932458
487	0.00460117079
488	0.004600906694
489	0.004600686912
490	0.004598599071
491	0.004597556977
492	0.004596880975
493	0.00459644417
494	0.004596317156
495	0.004593221578
496	0.004592781069
497	0.004591300284
498	0.004590663401
499	0.004589999374
500	0.004588835338
501	0.004588816703
502	0.004585368689
503	0.004584555281
504	0.004580824596
505	0.004580458952
506	0.004578295369
507	0.00457701236
508	0.004576406096
509	0.004575305741
510	0.004573815259
511	0.004573375962
512	0.00457057377
513	0.004570198412
514	0.004568901274
515	0.004566738757
516	0.004565612723
517	0.004561527732
518	0.004561349536
519	0.004559931049
520	0.004556710759
521	0.004555335444
522	0.00455350627
523	0.004551124619
524	0.004549347983
525	0.004548803597
526	0.004545324388
527	0.004544946891
528	0.004544295989
529	0.004542742809
530	0.004542162205
531	0.00454170889
532	0.004540966029
533	0.004539100823
534	0.004538623208
535	0.004537196813
536	0.004535409728
537	0.004533650485
538	0.004532388195
539	0.004532043899
540	0.004530265643
541	0.004530260016
542	0.004528659563
543	0.004527329981
544	0.004527024011
545	0.004525514755
546	0.004524479295
547	0.004523380506
548	0.004523216755
549	0.004521487935
550	0.004521103588
551	0.004520256088
552	0.00451918097
553	0.004516565174
554	0.004515215963
555	0.004514287769
556	0.004511308526
557	0.004511202249
558	0.004509539288
559	0.004509404612
560	0.00450854399
561	0.004507884937
562	0.004505264492
563	0.004502848506
564	0.004502144903
565	0.004501087441
566	0.00449735242
567	0.004496761915
568	0.004496173971
569	0.004495676565
570	0.004495428356
571	0.004491927816
572	0.004491312647
573	0.004490821515
574	0.004490471584
575	0.004489949253
576	0.004488854437
577	0.004488641237
578	0.00448758922
579	0.004486555585
580	0.004484175108
581	0.004483213216
582	0.004482621257
583	0.004481880249
584	0.004481268767
585	0.004480313003
586	0.004479222291
587	0.004475943872
588	0.004473724531
589	0.004470311229
590	0.00447000174
591	0.004469350113
592	0.004469219252
593	0.004468921185
594	0.004468426829
595	0.004468221973
596	0.004467383817
597	0.004465196658
598	0.004462105769
599	0.004461453047
600	0.004461164389
601	0.004460558484
602	0.004460012961
603	0.004459497817
604	0.004456254816
605	0.004455652898
606	0.004455081542
607	0.004454800662
608	0.004454495802
609	0.004453862295
610	0.004453249011
611	0.004452345306
612	0.004449218889
613	0.004448680447
614	0.004447115372
615	0.004445678248
616	0.004443582503
617	0.004439741533
618	0.004439331227
619	0.004438870005
620	0.004437258984
621	0.004435880284
622	0.004435126416
623	0.004433530529
624	0.004433260477
625	0.004431618809
626	0.004430564434
627	0.004428916914
628	0.004427352636
629	0.004426514678
630	0.00442649577
631	0.00442371125
632	0.004423589735
633	0.004422995509
634	0.004422971998
635	0.004421777322
636	0.004420640831
637	0.004419616102
638	0.00441850549
639	0.004417019051
640	0.004416023687
641	0.004413771983
642	0.004413484082
643	0.004411119428
644	0.00441056718
645	0.004409993355
646	0.004406957294
647	0.004406768741
648	0.004404112234
649	0.004403597624
650	0.004403159267
651	0.004401727545
652	0.00440115126
653	0.004398731288
654	0.004397456351
655	0.004395369215
656	0.004395187462
657	0.004394724735
658	0.004394715979
659	0.00439426197
660	0.004393229713
661	0.004389683179
662	0.004389140562
663	0.004388862636
664	0.004386835164
665	0.004385468789
666	0.004384345825
667	0.004383021071
668	0.004382487624
669	0.004381671139
670	0.004380333634
671	0.004379885943
672	0.004378843569
673	0.004377951336
674	0.004376675154
675	0.004376506558
676	0.004376161913
677	0.004375923697
678	0.004374970348
679	0.004374544441
680	0.004374235909
681	0.004372758215
682	0.004371765507
683	0.004371075527
684	0.004368596082
685	0.004367456813
686	0.00436688
687	0.004366187763
688	0.0043635663
689	0.004363208124
690	0.004362602759
691	0.004362033003
692	0.004361549625
693	0.004358138732
694	0.004358009148
695	0.004356915718
696	0.004356087808
697	0.004355222557
698	0.004355110836
699	0.004354032437
700	0.004353337574
701	0.00435317387
702	0.004350776916
703	0.00434892328
704	0.004348813709
705	0.00434879628
706	0.004348113226
707	0.004346523488
708	0.004345905469
709	0.00434362804
710	0.004343163426
711	0.004342091105
712	0.004341865049
713	0.004341352314
714	0.00434107703
715	0.00433869936
716	0.004338202453
717	0.004336426093
718	0.004335388909
719	0.00433449262
720	0.004333916219
721	0.004333329497
722	0.004332824755
723	0.004331877666
724	0.004330486068
725	0.004327829071
726	0.004326161817
727	0.004325504343
728	0.004323929273
729	0.00432290779
730	0.004322492038
731	0.004321711486
732	0.004320358215
733	0.004320179224
734	0.004319719688
735	0.004319262614
736	0.004317862143
737	0.004317377187
738	0.004316085122
739	0.004313333197
740	0.004313168252
741	0.004313066944
742	0.004311862466
743	0.00431141754
744	0.004310086201
745	0.004309744072
746	0.004308347848
747	0.004307146547
748	0.004307047156
749	0.004305640408
750	0.004305176181
751	0.004303072277
752	0.004302402254
753	0.004300812839
754	0.004300714526
755	0.004300305862
756	0.004299834991
757	0.004299622817
758	0.004299174033
759	0.004298345515
760	0.004296674112
761	0.004296259859
762	0.004294151048
763	0.00429394296
764	0.004293802278
765	0.004293408823
766	0.004293033283
767	0.004292490499
768	0.004292074137
769	0.00429173702
770	0.004290652833
771	0.004290415157
772	0.004290306827
773	0.004289915088
774	0.004286629293
775	0.004285375846
776	0.004283510622
777	0.004282363701
778	0.004280897701
779	0.004280457728
780	0.004279261205
781	0.004278764495
782	0.004277535379
783	0.004277180184
784	0.004276552744
785	0.004275443648
786	0.004274388632
787	0.004273911899
788	0.004273765676
789	0.004273056186
790	0.004272360013
791	0.004271378265
792	0.004269996357
793	0.004269642372
794	0.004268093394
795	0.004265583344
796	0.004265084634
797	0.00426491617
798	0.004264366417
799	0.004262750803
800	0.004262630818
801	0.004262085382
802	0.004261996176
803	0.004261908653
804	0.004260885807
805	0.004260799386
806	0.00426063255
807	0.004260185259
808	0.004259818302
809	0.004258721445
810	0.004256897826
811	0.004256401627
812	0.004255837475
813	0.004255019435
814	0.004253188309
815	0.00424984417
816	0.004249177193
817	0.004247004675
818	0.004245776287
819	0.004245340862
820	0.004242325822
821	0.004241700687
822	0.004239830159
823	0.004239398004
824	0.00423828515
825	0.004237111357
826	0.004237026031
827	0.004235941033
828	0.004235572707
829	0.004234471655
830	0.004233416011
831	0.004232826082
832	0.004231770341
833	0.004231355706
834	0.004229965549
835	0.004228839425
836	0.004228725857
837	0.004228315556
838	0.004228134109
839	0.004225767932
840	0.004225396668
841	0.004224532592
842	0.00422426484
843	0.004223809963
844	0.004222854818
845	0.004222250715
846	0.004221452105
847	0.004221371439
848	0.004221117601
849	0.004220319315
850	0.004219629372
851	0.004218104191
852	0.004217770216
853	0.004217279282
854	0.004215038361
855	0.004213791138
856	0.004211638388
857	0.004211223602
858	0.004208389499
859	0.00420724318
860	0.0042065208
861	0.00420575681
862	0.004204032818
863	0.004203065422
864	0.004202342203
865	0.004200823247
866	0.004200360424
867	0.004199750319
868	0.004198800693
869	0.004197646341
870	0.004194971024
871	0.004194522619
872	0.004194416669
873	0.004193968457
874	0.004193629821
875	0.004192126247
876	0.004191761746
877	0.004190499881
878	0.004188877055
879	0.004188415016
880	0.004186776446
881	0.004185572936
882	0.004184639661
883	0.004184219414
884	0.004183881541
885	0.0041814583
886	0.004181161231
887	0.004180420405
888	0.004179452131
889	0.004178329747
890	0.004176223809
891	0.00417575754
892	0.004175613007
893	0.004173457185
894	0.004173012009
895	0.004172909246
896	0.004171472393
897	0.004170621906
898	0.004169513269
899	0.004169194417
900	0.00416881343
901	0.004167889206
902	0.004167791654
903	0.004165987177
904	0.00416460911
905	0.00416307665
906	0.004162671532
907	0.004161716156
908	0.004161405293
909	0.004161080547
910	0.004160156092
911	0.004158596605
912	0.004155855943
913	0.004155638374
914	0.004154328
915	0.004153710075
916	0.00415363469
917	0.004153252657
918	0.00415317622
919	0.004152283965
920	0.004151871499
921	0.004151798836
922	0.004149882593
923	0.004149810804
924	0.004148457317
925	0.004148384434
926	0.004147382004
927	0.004147038191
928	0.00414676191
929	0.004146479802
930	0.004145271926
931	0.004144732515
932	0.004143776862
933	0.004141926287
934	0.004141613477
935	0.004138958279
936	0.004138166593
937	0.004137593691
938	0.004137257999
939	0.004134615222
940	0.00413394097
941	0.004132174062
942	0.004131287141
943	0.004130817507
944	0.004130487317
945	0.004130217582
946	0.004129626267
947	0.004128031179
948	0.004125508072
949	0.004124225694
950	0.004123994903
951	0.004123244698
952	0.004122916323
953	0.004122656524
954	0.004121671642
955	0.004119502889
956	0.004117826054
957	0.004115446254
958	0.004114709424
959	0.004114188584
960	0.004112972742
961	0.004112030304
962	0.00411145225
963	0.004109470238
964	0.004109220025
965	0.004108611865
966	0.004108516315
967	0.004107979619
968	0.004107453149
969	0.004107033232
970	0.004106260161
971	0.004105675195
972	0.004105394771
973	0.004105217563
974	0.004104892849
975	0.004104804593
976	0.004104186753
977	0.004103028624
978	0.004101778045
979	0.004101564364
980	0.004100798791
981	0.004100257778
982	0.004099405155
983	0.004098884503
984	0.004098222691
985	0.004097042619
986	0.00409517342
987	0.004094902257
988	0.004094412436
989	0.004092061585
990	0.004091028203
991	0.004090647864
992	0.004088409958
993	0.004087279133
994	0.004087097424
995	0.004086554027
996	0.004086437007
997	0.00408518653
998	0.004083686697
999	0.004081562818
1000	0.004080668055
1001	0.004080204407
1002	0.004079811515
1003	0.004079593928
1004	0.004076651233
1005	0.004076540542
1006	0.004076329625
1007	0.004075262414
1008	0.004073114124
1009	0.004072839816
1010	0.004072694116
1011	0.004072473009
1012	0.004071401454
1013	0.004069655968
1014	0.004067236937
1015	0.004065214944
1016	0.004062415341
1017	0.004061624409
1018	0.004060251146
1019	0.004059884959
1020	0.004057584403
1021	0.004057474276
1022	0.004057297094
1023	0.004057061825
1024	0.004056606899
1025	0.004056345489
1026	0.004056062864
1027	0.004054841728
1028	0.00405468499
1029	0.00405449014
1030	0.004054301322
1031	0.004054194802
1032	0.004053766435
1033	0.004052194381
1034	0.004051515671
1035	0.00405119614
1036	0.004050980547
1037	0.004050269054
1038	0.0040488254
1039	0.004048680331
1040	0.004047298946
1041	0.004046112381
1042	0.004046055099
1043	0.00404600007
1044	0.004045794459
1045	0.004044502381
1046	0.004044321429
1047	0.004043782247
1048	0.004043103128
1049	0.00404272183
1050	0.004042452849
1051	0.004041889728
1052	0.00403946047
1053	0.004037547513
1054	0.004037251187
1055	0.004037055384
1056	0.004036971428
1057	0.00403670553
1058	0.004036003454
1059	0.004035322638
1060	0.004034465356
1061	0.004033796796
1062	0.004032880563
1063	0.004032120921
1064	0.004031963397
1065	0.004030606168
1066	0.004028717236
1067	0.004028021199
1068	0.004026716629
1069	0.0040256292
1070	0.004025157707
1071	0.004024138453
1072	0.004023867161
1073	0.004022806949
1074	0.004022441023
1075	0.004021421092
1076	0.00402096926
1077	0.004019857633
1078	0.004019223524
1079	0.004018252544
1080	0.004016395919
1081	0.004016082564
1082	0.00401575945
1083	0.00401496076
1084	0.004014586258
1085	0.004014151328
1086	0.004013955458
1087	0.004013577613
1088	0.004012924558
1089	0.004011867465
1090	0.004010591558
1091	0.004010237247
1092	0.00400942588
1093	0.004008971735
1094	0.004008451224
1095	0.004007993671
1096	0.004007366814
1097	0.004006881117
1098	0.004006750533
1099	0.004006673739
1100	0.004006428752
1101	0.004006170171
1102	0.004005763141
1103	0.004004775764
1104	0.004002956378
1105	0.004002614455
1106	0.004002440829
1107	0.004001345346
1108	0.004000700842
1109	0.004000404223
1110	0.003999780419
1111	0.003998950412
1112	0.003998160856
1113	0.003997362692
1114	0.003996768083
1115	0.003996473535
1116	0.003996054721
1117	0.003995243632
1118	0.003995184149
1119	0.003993253117
1120	0.003993018015
1121	0.003991820621
1122	0.00398996825
1123	0.003989451355
1124	0.00398907812
1125	0.003987823442
1126	0.00398737531
1127	0.003986197762
1128	0.003985958434
1129	0.003985533608
1130	0.003983729279
1131	0.003982116759
1132	0.00398134843
1133	0.003981243143
1134	0.003979566488
1135	0.003978969085
1136	0.003978230702
1137	0.003977735884
1138	0.003977255086
1139	0.003976065017
1140	0.003975508077
1141	0.003975167492
1142	0.003974894731
1143	0.003974341407
1144	0.003973971892
1145	0.003973517263
1146	0.003973270673
1147	0.003971569695
1148	0.003971262437
1149	0.003970960648
1150	0.003970742664
1151	0.003969724433
1152	0.00396937457
1153	0.003969301762
1154	0.003969133867
1155	0.003968767608
1156	0.00396852347
1157	0.00396823289
1158	0.003967640752
1159	0.003967266598
1160	0.003966349657
1161	0.003965447934
1162	0.003965138475
1163	0.003964380307
1164	0.003964221903
1165	0.003963270139
1166	0.003962974286
1167	0.003961743275
1168	0.003960499467
1169	0.003960031666
1170	0.003959953001
1171	0.003959057372
1172	0.00395874729
1173	0.003958544011
1174	0.003958381411
1175	0.003957882571
1176	0.003956027806
1177	0.003955830256
1178	0.003955679012
1179	0.003952956795
1180	0.003952811366
1181	0.003952551196
1182	0.003952204807
1183	0.00395154586
1184	0.003951233656
1185	0.00395033956
1186	0.003950118275
1187	0.003949774326
1188	0.003949639145
1189	0.003949437243
1190	0.003947673617
1191	0.003946230501
1192	0.003946097631
1193	0.003945289261
1194	0.003945144595
1195	0.003943442631
1196	0.003943269127
1197	0.003942007981
1198	0.003941757004
1199	0.003939790647
